pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type
5610,2022-10-15,Health,0.0,Injury,"Minor surgery performed, recovery monitored",9186,36-45,Fish
5610,2022-10-21,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9186,36-45,Fish
5622,2022-05-31,Playing,78.0,,,3739,66+,Cat
5622,2023-01-25,Resting,,,,3739,66+,Cat
5622,2023-03-13,Playing,62.0,,,3739,66+,Cat
5622,2023-09-20,Playing,10.0,,,3739,66+,Cat
5622,2023-10-30,Resting,48.0,,,3739,66+,Cat
5630,2022-06-28,Resting,8.0,,,5976,36-45,Dog
5630,2023-05-24,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5976,36-45,Dog
5630,2023-06-12,Health,0.0,Injury,"Minor surgery performed, recovery monitored",5976,36-45,Dog
5632,2022-04-28,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6055,26-35,Cat
5632,2022-12-29,Playing,58.0,,,6055,26-35,Cat
5632,2023-09-20,Walking,,,,6055,26-35,Cat
5643,2023-04-28,Playing,,,,3428,56-65,Rabbit
5643,2023-05-31,Walking,76.0,,,3428,56-65,Rabbit
5643,2023-07-23,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",3428,56-65,Rabbit
5659,2022-07-05,Playing,61.0,,,3740,46-55,Cat
5691,2023-02-24,Walking,32.0,,,5039,66+,Dog
5693,2022-07-17,Playing,74.0,,,4597,18-25,Fish
5699,2022-07-20,Resting,,,,4776,26-35,Fish
5699,2022-10-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4776,26-35,Fish
5699,2023-04-26,Resting,27.0,,,4776,26-35,Fish
5699,2023-07-04,Walking,29.0,,,4776,26-35,Fish
5747,2022-05-03,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8562,36-45,Dog
5747,2023-03-19,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8562,36-45,Dog
5747,2023-04-04,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8562,36-45,Dog
5747,2023-05-07,Health,0.0,Injury,"Minor surgery performed, recovery monitored",8562,36-45,Dog
5747,2023-07-10,Resting,50.0,,,8562,36-45,Dog
5747,2023-10-05,Walking,48.0,,,8562,36-45,Dog
5747,2023-12-27,Resting,9.0,,,8562,36-45,Dog
5789,2022-12-18,Playing,,,,885,26-35,Hamster
5789,2023-06-17,Playing,29.0,,,885,26-35,Hamster
5789,2023-07-03,Walking,68.0,,,885,26-35,Hamster
5789,2023-09-07,Health,0.0,Injury,"Minor surgery performed, recovery monitored",885,26-35,Hamster
5789,2023-09-26,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,885,26-35,Hamster
5799,2022-04-01,Walking,44.0,,,7299,26-35,Fish
5799,2022-07-17,Resting,83.0,,,7299,26-35,Fish
5799,2022-09-26,Walking,,,,7299,26-35,Fish
5799,2023-01-19,Walking,,,,7299,26-35,Fish
5799,2023-06-16,Playing,17.0,,,7299,26-35,Fish
5799,2023-06-19,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7299,26-35,Fish
5799,2023-08-20,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7299,26-35,Fish
5823,2022-07-22,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1745,36-45,Cat
5823,2022-09-06,Walking,37.0,,,1745,36-45,Cat
5823,2023-02-13,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1745,36-45,Cat
5823,2023-02-22,Resting,,,,1745,36-45,Cat
5823,2023-04-15,Resting,1.0,,,1745,36-45,Cat
5850,2022-12-01,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7641,46-55,Dog
5850,2023-05-10,Playing,57.0,,,7641,46-55,Dog
5860,2023-11-16,Walking,,,,6851,18-25,Dog
5863,2023-03-13,Walking,,,,6864,36-45,Dog
5863,2023-04-19,Playing,,,,6864,36-45,Dog
5863,2023-06-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6864,36-45,Dog
5863,2023-12-13,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6864,36-45,Dog
5890,2022-05-16,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3438,46-55,Cat
5890,2022-09-18,Health,0.0,Injury,"Minor surgery performed, recovery monitored",3438,46-55,Cat
5890,2022-09-28,Resting,73.0,,,3438,46-55,Cat
5890,2022-10-06,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3438,46-55,Cat
5890,2023-02-08,Walking,80.0,,,3438,46-55,Cat
5919,2022-05-24,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8009,26-35,Fish
5919,2022-05-28,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8009,26-35,Fish
5919,2022-06-25,Playing,2.0,,,8009,26-35,Fish
5919,2022-07-15,Walking,,,,8009,26-35,Fish
5919,2022-12-20,Resting,21.0,,,8009,26-35,Fish
5919,2023-04-04,Resting,,,,8009,26-35,Fish
5919,2023-06-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8009,26-35,Fish
5925,2022-04-25,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8475,56-65,Hamster
5925,2022-06-26,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8475,56-65,Hamster
5925,2022-11-22,Playing,57.0,,,8475,56-65,Hamster
5925,2023-03-16,Playing,66.0,,,8475,56-65,Hamster
5925,2023-10-21,Resting,34.0,,,8475,56-65,Hamster
5925,2023-10-30,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8475,56-65,Hamster
5925,2023-11-03,Walking,74.0,,,8475,56-65,Hamster
5940,2022-07-29,Resting,,,,7893,56-65,Fish
5940,2023-03-06,Resting,72.0,,,7893,56-65,Fish
5940,2023-06-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7893,56-65,Fish
5940,2023-10-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7893,56-65,Fish
5958,2022-06-22,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5210,36-45,Fish
5958,2022-08-27,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5210,36-45,Fish
5958,2022-11-04,Playing,66.0,,,5210,36-45,Fish
5958,2022-12-21,Walking,,,,5210,36-45,Fish
5958,2022-12-31,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5210,36-45,Fish
5968,2022-04-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,3794,46-55,Fish
5968,2022-10-12,Walking,,,,3794,46-55,Fish
5968,2023-02-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3794,46-55,Fish
5968,2023-09-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3794,46-55,Fish
5975,2022-04-19,Playing,32.0,,,5818,18-25,Cat
5975,2022-08-12,Resting,77.0,,,5818,18-25,Cat
5975,2022-11-05,Resting,4.0,,,5818,18-25,Cat
5984,2022-04-27,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,2527,18-25,Fish
5984,2022-05-17,Playing,66.0,,,2527,18-25,Fish
5984,2022-11-19,Playing,45.0,,,2527,18-25,Fish
5984,2023-12-10,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2527,18-25,Fish
5987,2022-08-20,Walking,25.0,,,4121,66+,Hamster
5987,2023-02-22,Health,0.0,Injury,Physical therapy recommended for joint issues,4121,66+,Hamster
5987,2023-03-01,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4121,66+,Hamster
5987,2023-08-08,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4121,66+,Hamster
6032,2022-09-20,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",853,26-35,Cat
6032,2023-10-27,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",853,26-35,Cat
6032,2023-11-23,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",853,26-35,Cat
6032,2023-12-01,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,853,26-35,Cat
6075,2023-06-09,Resting,11.0,,,655,26-35,Fish
6087,2022-07-12,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3196,26-35,Hamster
6087,2022-07-28,Playing,20.0,,,3196,26-35,Hamster
6087,2023-01-27,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3196,26-35,Hamster
6087,2023-05-02,Playing,19.0,,,3196,26-35,Hamster
6087,2023-07-13,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3196,26-35,Hamster
6087,2023-08-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3196,26-35,Hamster
6089,2022-05-11,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",4702,18-25,Fish
6089,2022-09-01,Walking,88.0,,,4702,18-25,Fish
6102,2022-09-24,Walking,28.0,,,1403,46-55,Hamster
6102,2022-10-12,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1403,46-55,Hamster
6102,2023-01-07,Resting,39.0,,,1403,46-55,Hamster
6102,2023-03-16,Walking,,,,1403,46-55,Hamster
6102,2023-09-16,Playing,14.0,,,1403,46-55,Hamster
6102,2023-11-16,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,1403,46-55,Hamster
6103,2022-05-21,Playing,16.0,,,3723,66+,Rabbit
6103,2022-09-05,Resting,29.0,,,3723,66+,Rabbit
6103,2023-07-16,Playing,9.0,,,3723,66+,Rabbit
6121,2022-05-31,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9603,66+,Fish
6121,2022-11-23,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9603,66+,Fish
6121,2023-01-16,Resting,80.0,,,9603,66+,Fish
6121,2023-08-24,Walking,,,,9603,66+,Fish
6121,2023-11-16,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9603,66+,Fish
6121,2023-12-08,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9603,66+,Fish
6141,2022-05-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7658,56-65,Dog
6141,2022-08-26,Resting,,,,7658,56-65,Dog
6141,2023-01-01,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",7658,56-65,Dog
6141,2023-03-14,Playing,4.0,,,7658,56-65,Dog
6141,2023-08-16,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7658,56-65,Dog
6141,2023-12-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7658,56-65,Dog
6147,2023-03-14,Walking,,,,9222,26-35,Hamster
6147,2023-06-04,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9222,26-35,Hamster
6172,2023-02-07,Resting,4.0,,,6541,18-25,Hamster
6172,2023-04-04,Playing,71.0,,,6541,18-25,Hamster
6194,2022-08-05,Playing,21.0,,,6231,46-55,Cat
6194,2022-10-18,Walking,65.0,,,6231,46-55,Cat
6205,2022-10-19,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,1937,56-65,Rabbit
6205,2023-07-08,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,1937,56-65,Rabbit
6205,2023-09-16,Walking,19.0,,,1937,56-65,Rabbit
6209,2022-07-10,Playing,64.0,,,9466,56-65,Hamster
6241,2022-05-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3636,18-25,Hamster
6241,2023-04-30,Playing,15.0,,,3636,18-25,Hamster
6315,2023-05-05,Health,0.0,Injury,"Minor surgery performed, recovery monitored",7039,56-65,Dog
6315,2023-10-22,Playing,,,,7039,56-65,Dog
6315,2023-11-30,Resting,,,,7039,56-65,Dog
6331,2022-07-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4304,46-55,Hamster
6331,2023-07-22,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",4304,46-55,Hamster
6332,2022-05-19,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2456,26-35,Rabbit
6332,2022-06-22,Resting,84.0,,,2456,26-35,Rabbit
6332,2022-10-24,Walking,,,,2456,26-35,Rabbit
6332,2023-12-19,Resting,,,,2456,26-35,Rabbit
6338,2022-04-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4094,46-55,Fish
6338,2022-05-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4094,46-55,Fish
6338,2022-08-22,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4094,46-55,Fish
6338,2022-12-03,Walking,27.0,,,4094,46-55,Fish
6376,2022-04-04,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",1407,56-65,Rabbit
6376,2022-10-04,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1407,56-65,Rabbit
6376,2023-09-23,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1407,56-65,Rabbit
6409,2022-05-16,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2533,26-35,Fish
6409,2023-04-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2533,26-35,Fish
6409,2023-04-17,Walking,40.0,,,2533,26-35,Fish
6435,2022-09-10,Walking,14.0,,,8343,26-35,Hamster
6454,2022-07-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3521,26-35,Hamster
6454,2022-08-29,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3521,26-35,Hamster
6454,2023-02-04,Playing,66.0,,,3521,26-35,Hamster
6467,2022-08-06,Walking,77.0,,,7672,26-35,Fish
6467,2023-01-29,Resting,1.0,,,7672,26-35,Fish
6467,2023-03-02,Walking,79.0,,,7672,26-35,Fish
6467,2023-04-27,Health,0.0,Injury,"Minor surgery performed, recovery monitored",7672,26-35,Fish
6467,2023-08-24,Resting,81.0,,,7672,26-35,Fish
6467,2023-10-15,Resting,21.0,,,7672,26-35,Fish
6467,2023-10-18,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",7672,26-35,Fish
6480,2022-09-27,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6899,66+,Dog
6480,2022-12-28,Walking,28.0,,,6899,66+,Dog
6480,2023-07-05,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",6899,66+,Dog
6480,2023-09-26,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6899,66+,Dog
6480,2023-10-27,Walking,5.0,,,6899,66+,Dog
6482,2022-04-08,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4092,46-55,Fish
6482,2022-11-02,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4092,46-55,Fish
6482,2023-01-22,Walking,78.0,,,4092,46-55,Fish
6482,2023-07-08,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4092,46-55,Fish
6518,2023-01-25,Resting,85.0,,,12,46-55,Dog
6518,2023-03-11,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",12,46-55,Dog
6518,2023-03-26,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",12,46-55,Dog
6518,2023-09-12,Resting,29.0,,,12,46-55,Dog
6518,2023-09-22,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",12,46-55,Dog
6534,2023-04-16,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2761,26-35,Cat
6534,2023-07-08,Health,0.0,Injury,Physical therapy recommended for joint issues,2761,26-35,Cat
6534,2023-10-01,Health,0.0,Injury,Physical therapy recommended for joint issues,2761,26-35,Cat
6556,2022-04-06,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1107,56-65,Dog
6556,2022-05-22,Health,0.0,Injury,"Minor surgery performed, recovery monitored",1107,56-65,Dog
6556,2023-07-08,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1107,56-65,Dog
6556,2023-08-15,Walking,,,,1107,56-65,Dog
6556,2023-09-03,Health,0.0,Injury,"Minor surgery performed, recovery monitored",1107,56-65,Dog
6556,2023-12-09,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,1107,56-65,Dog
6556,2023-12-23,Playing,58.0,,,1107,56-65,Dog
6602,2023-09-18,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5361,18-25,Cat
6609,2022-08-17,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8044,36-45,Cat
6609,2022-11-05,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8044,36-45,Cat
6609,2022-12-20,Playing,28.0,,,8044,36-45,Cat
6617,2022-12-04,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3777,36-45,Fish
6617,2023-02-07,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3777,36-45,Fish
6617,2023-08-29,Walking,8.0,,,3777,36-45,Fish
6620,2022-07-02,Walking,32.0,,,9788,46-55,Hamster
6620,2022-10-14,Walking,72.0,,,9788,46-55,Hamster
6620,2023-07-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9788,46-55,Hamster
6620,2023-09-17,Walking,45.0,,,9788,46-55,Hamster
6683,2022-09-16,Resting,53.0,,,8303,66+,Cat
6683,2022-10-18,Resting,22.0,,,8303,66+,Cat
6683,2023-06-09,Playing,80.0,,,8303,66+,Cat
6683,2023-06-13,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8303,66+,Cat
6683,2023-07-07,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8303,66+,Cat
6689,2022-12-27,Playing,62.0,,,6660,66+,Fish
6689,2023-12-11,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6660,66+,Fish
6725,2022-06-26,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5568,56-65,Dog
6725,2022-07-02,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5568,56-65,Dog
6725,2022-07-24,Resting,,,,5568,56-65,Dog
6725,2022-09-28,Playing,,,,5568,56-65,Dog
6725,2023-06-24,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",5568,56-65,Dog
6725,2023-09-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5568,56-65,Dog
6729,2022-06-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",980,46-55,Hamster
6729,2022-07-24,Playing,8.0,,,980,46-55,Hamster
6729,2023-11-24,Resting,78.0,,,980,46-55,Hamster
6729,2023-11-28,Resting,36.0,,,980,46-55,Hamster
6731,2022-10-22,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2075,46-55,Dog
6731,2022-12-30,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2075,46-55,Dog
6731,2023-01-30,Health,0.0,Injury,Physical therapy recommended for joint issues,2075,46-55,Dog
6740,2023-03-25,Playing,63.0,,,797,46-55,Cat
6778,2023-03-11,Walking,58.0,,,7271,36-45,Cat
6778,2023-04-29,Playing,2.0,,,7271,36-45,Cat
6778,2023-05-23,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7271,36-45,Cat
6778,2023-08-25,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7271,36-45,Cat
6806,2022-09-06,Walking,68.0,,,7119,56-65,Dog
6806,2022-10-24,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7119,56-65,Dog
6816,2022-05-09,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5909,26-35,Fish
6816,2022-09-11,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5909,26-35,Fish
6816,2023-11-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5909,26-35,Fish
6824,2022-11-28,Walking,78.0,,,922,56-65,Cat
6824,2023-03-20,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,922,56-65,Cat
6838,2022-06-20,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",487,36-45,Rabbit
6838,2022-10-23,Resting,39.0,,,487,36-45,Rabbit
6838,2023-05-07,Playing,79.0,,,487,36-45,Rabbit
6838,2023-07-09,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",487,36-45,Rabbit
6851,2022-07-13,Resting,78.0,,,4043,56-65,Dog
6851,2022-08-21,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4043,56-65,Dog
6851,2023-02-16,Resting,16.0,,,4043,56-65,Dog
6851,2023-09-14,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4043,56-65,Dog
6859,2023-03-13,Walking,46.0,,,654,56-65,Cat
6859,2023-11-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",654,56-65,Cat
6896,2022-05-25,Resting,89.0,,,7961,56-65,Dog
6896,2022-07-26,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7961,56-65,Dog
6896,2022-08-19,Resting,,,,7961,56-65,Dog
6896,2022-09-27,Walking,36.0,,,7961,56-65,Dog
6897,2022-06-03,Walking,71.0,,,9232,36-45,Cat
6897,2022-08-11,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9232,36-45,Cat
6897,2022-10-31,Resting,8.0,,,9232,36-45,Cat
6897,2023-08-02,Walking,49.0,,,9232,36-45,Cat
6897,2023-10-02,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9232,36-45,Cat
6901,2022-04-18,Resting,20.0,,,5150,46-55,Dog
6901,2022-10-14,Walking,58.0,,,5150,46-55,Dog
6901,2022-11-10,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,5150,46-55,Dog
6901,2023-05-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5150,46-55,Dog
6901,2023-11-22,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",5150,46-55,Dog
6917,2022-06-13,Playing,57.0,,,939,26-35,Dog
6917,2022-10-01,Resting,71.0,,,939,26-35,Dog
6917,2023-11-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,939,26-35,Dog
6919,2022-08-26,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,499,36-45,Hamster
6919,2022-09-17,Playing,90.0,,,499,36-45,Hamster
6919,2023-02-03,Walking,,,,499,36-45,Hamster
6919,2023-03-01,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,499,36-45,Hamster
6919,2023-06-11,Walking,1.0,,,499,36-45,Hamster
6934,2023-03-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7906,26-35,Cat
6934,2023-12-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7906,26-35,Cat
6934,2023-12-23,Resting,5.0,,,7906,26-35,Cat
6939,2022-05-15,Walking,,,,3445,46-55,Rabbit
6939,2022-11-17,Resting,62.0,,,3445,46-55,Rabbit
6939,2023-02-27,Resting,,,,3445,46-55,Rabbit
6939,2023-04-04,Resting,62.0,,,3445,46-55,Rabbit
6939,2023-08-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3445,46-55,Rabbit
6939,2023-12-12,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3445,46-55,Rabbit
6963,2022-10-06,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,1749,56-65,Rabbit
6963,2022-11-03,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1749,56-65,Rabbit
6963,2023-02-22,Walking,,,,1749,56-65,Rabbit
6963,2023-06-12,Walking,33.0,,,1749,56-65,Rabbit
6963,2023-11-14,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1749,56-65,Rabbit
7004,2023-03-21,Resting,4.0,,,1231,66+,Dog
7004,2023-11-30,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1231,66+,Dog
7010,2023-06-12,Playing,9.0,,,6873,36-45,Fish
7010,2023-09-26,Walking,,,,6873,36-45,Fish
7010,2023-12-10,Resting,,,,6873,36-45,Fish
7022,2022-06-23,Resting,17.0,,,7165,56-65,Dog
7022,2022-07-15,Walking,32.0,,,7165,56-65,Dog
7022,2022-12-01,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7165,56-65,Dog
7022,2023-03-28,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7165,56-65,Dog
7022,2023-05-13,Resting,77.0,,,7165,56-65,Dog
7022,2023-06-26,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7165,56-65,Dog
7022,2023-09-03,Playing,23.0,,,7165,56-65,Dog
7022,2023-11-08,Playing,14.0,,,7165,56-65,Dog
7030,2022-10-28,Playing,49.0,,,5761,26-35,Rabbit
7030,2023-02-08,Walking,54.0,,,5761,26-35,Rabbit
7080,2023-04-21,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9742,66+,Cat
7080,2023-05-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9742,66+,Cat
7113,2022-06-03,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8490,36-45,Rabbit
7113,2023-01-12,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8490,36-45,Rabbit
7113,2023-02-02,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8490,36-45,Rabbit
7117,2023-10-16,Walking,41.0,,,2814,66+,Hamster
7117,2023-11-18,Playing,83.0,,,2814,66+,Hamster
7117,2023-12-16,Walking,43.0,,,2814,66+,Hamster
7144,2022-06-17,Playing,74.0,,,8470,56-65,Rabbit
7144,2022-09-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8470,56-65,Rabbit
7172,2022-10-07,Health,0.0,Injury,"Minor surgery performed, recovery monitored",5185,18-25,Rabbit
7172,2023-06-14,Playing,12.0,,,5185,18-25,Rabbit
7190,2022-08-29,Health,0.0,Injury,Physical therapy recommended for joint issues,2160,36-45,Hamster
7190,2022-09-04,Walking,65.0,,,2160,36-45,Hamster
7190,2022-12-13,Walking,,,,2160,36-45,Hamster
7190,2023-07-11,Walking,61.0,,,2160,36-45,Hamster
7212,2023-04-21,Resting,26.0,,,479,18-25,Cat
7267,2022-05-23,Resting,71.0,,,9890,56-65,Hamster
7267,2022-07-28,Resting,81.0,,,9890,56-65,Hamster
7281,2022-04-02,Walking,64.0,,,3985,18-25,Fish
7281,2022-05-23,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3985,18-25,Fish
7281,2022-07-10,Walking,20.0,,,3985,18-25,Fish
7281,2022-11-16,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3985,18-25,Fish
7281,2023-12-09,Resting,38.0,,,3985,18-25,Fish
7296,2023-02-25,Resting,6.0,,,4562,26-35,Dog
7296,2023-03-30,Walking,71.0,,,4562,26-35,Dog
7296,2023-05-12,Playing,76.0,,,4562,26-35,Dog
7296,2023-08-13,Playing,88.0,,,4562,26-35,Dog
7296,2023-12-07,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4562,26-35,Dog
7298,2023-04-27,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9731,26-35,Cat
7298,2023-10-26,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9731,26-35,Cat
7331,2022-04-06,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7557,36-45,Cat
7331,2022-07-22,Walking,52.0,,,7557,36-45,Cat
7331,2023-07-21,Resting,70.0,,,7557,36-45,Cat
7331,2023-09-25,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7557,36-45,Cat
7352,2022-10-11,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7816,56-65,Hamster
7352,2023-12-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7816,56-65,Hamster
7374,2023-01-16,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",8179,46-55,Rabbit
7393,2022-11-08,Resting,87.0,,,7018,18-25,Dog
7393,2022-11-26,Health,0.0,Injury,"Minor surgery performed, recovery monitored",7018,18-25,Dog
7393,2023-03-27,Playing,82.0,,,7018,18-25,Dog
