index,pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type
290,9367,2023-02-17,Playing,14.0,,,4990,56-65,Hamster
57,9367,2023-10-22,Resting,40.0,,,4990,56-65,Hamster
122,9721,2022-05-11,Resting,55.0,,,4991,26-35,Rabbit
442,9721,2022-05-19,Resting,,,,4991,26-35,Rabbit
773,9721,2022-11-03,Resting,61.0,,,4991,26-35,Rabbit
1594,9721,2022-12-24,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4991,26-35,Rabbit
1654,9721,2023-05-15,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4991,26-35,Rabbit
1447,9721,2023-07-04,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4991,26-35,Rabbit
1588,9721,2023-12-15,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4991,26-35,Rabbit
1452,9659,2023-04-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5015,18-25,Dog
1416,9659,2023-06-21,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5015,18-25,Dog
1741,9659,2023-07-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5015,18-25,Dog
1137,9659,2023-08-12,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,5015,18-25,Dog
102,5691,2023-02-24,Walking,32.0,,,5039,66+,Dog
153,3224,2022-10-23,Playing,,,,5059,36-45,Cat
483,3224,2023-06-04,Walking,82.0,,,5059,36-45,Cat
989,3224,2023-09-14,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,5059,36-45,Cat
1602,4452,2022-04-01,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5088,18-25,Cat
1395,986,2023-03-08,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5102,18-25,Hamster
1120,986,2023-04-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5102,18-25,Hamster
387,986,2023-05-28,Playing,58.0,,,5102,18-25,Hamster
1593,986,2023-08-12,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5102,18-25,Hamster
1060,7799,2022-04-19,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5114,36-45,Fish
1531,7799,2023-02-02,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,5114,36-45,Fish
1828,7799,2023-02-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5114,36-45,Fish
1673,7799,2023-09-09,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5114,36-45,Fish
847,6901,2022-04-18,Resting,20.0,,,5150,46-55,Dog
404,6901,2022-10-14,Walking,58.0,,,5150,46-55,Dog
1189,6901,2022-11-10,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,5150,46-55,Dog
1035,6901,2023-05-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5150,46-55,Dog
1605,6901,2023-11-22,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",5150,46-55,Dog
1532,7172,2022-10-07,Health,0.0,Injury,"Minor surgery performed, recovery monitored",5185,18-25,Rabbit
123,7172,2023-06-14,Playing,12.0,,,5185,18-25,Rabbit
1226,5958,2022-06-22,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5210,36-45,Fish
1528,5958,2022-08-27,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5210,36-45,Fish
342,5958,2022-11-04,Playing,66.0,,,5210,36-45,Fish
172,5958,2022-12-21,Walking,,,,5210,36-45,Fish
972,5958,2022-12-31,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5210,36-45,Fish
1657,2717,2023-11-14,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5249,18-25,Fish
1290,2448,2022-10-13,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5266,26-35,Hamster
496,2448,2022-10-23,Walking,,,,5266,26-35,Hamster
1237,2448,2023-01-14,Health,0.0,Injury,"Minor surgery performed, recovery monitored",5266,26-35,Hamster
673,2448,2023-11-06,Resting,74.0,,,5266,26-35,Hamster
146,2448,2023-12-24,Walking,72.0,,,5266,26-35,Hamster
1438,538,2022-05-26,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",5293,46-55,Fish
1512,538,2022-11-08,Health,0.0,Injury,"Minor surgery performed, recovery monitored",5293,46-55,Fish
532,538,2023-05-18,Resting,71.0,,,5293,46-55,Fish
1759,538,2023-06-14,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5293,46-55,Fish
166,7972,2022-05-24,Walking,12.0,,,5338,56-65,Hamster
1214,7972,2022-11-18,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5338,56-65,Hamster
1190,7972,2023-06-14,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5338,56-65,Hamster
1644,532,2022-07-30,Health,0.0,Injury,"Minor surgery performed, recovery monitored",5345,18-25,Fish
358,532,2023-07-26,Walking,72.0,,,5345,18-25,Fish
983,6602,2023-09-18,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5361,18-25,Cat
736,2381,2022-10-25,Walking,,,,5366,18-25,Rabbit
2,2381,2023-01-11,Walking,24.0,,,5366,18-25,Rabbit
1776,2381,2023-10-30,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5366,18-25,Rabbit
886,4834,2023-01-07,Playing,56.0,,,5367,26-35,Dog
1388,4834,2023-05-12,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5367,26-35,Dog
1870,4834,2023-09-17,Health,0.0,Injury,"Minor surgery performed, recovery monitored",5367,26-35,Dog
1343,4834,2023-10-17,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5367,26-35,Dog
1012,4834,2023-11-10,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",5367,26-35,Dog
88,9466,2022-05-09,Playing,17.0,,,5373,26-35,Rabbit
1021,9466,2022-07-17,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5373,26-35,Rabbit
538,4995,2022-06-24,Playing,45.0,,,5392,36-45,Rabbit
746,4995,2022-11-02,Playing,,,,5392,36-45,Rabbit
1603,4995,2022-12-24,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,5392,36-45,Rabbit
717,1292,2022-09-26,Walking,7.0,,,5397,18-25,Dog
1239,1292,2023-05-30,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5397,18-25,Dog
1346,1292,2023-06-08,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5397,18-25,Dog
1046,1292,2023-10-20,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5397,18-25,Dog
234,831,2022-09-10,Resting,,,,5416,46-55,Cat
1520,831,2022-10-19,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5416,46-55,Cat
1769,831,2022-11-15,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5416,46-55,Cat
1552,831,2023-01-13,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",5416,46-55,Cat
1221,831,2023-02-14,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5416,46-55,Cat
916,831,2023-04-08,Walking,5.0,,,5416,46-55,Cat
813,5216,2022-11-26,Playing,48.0,,,5464,36-45,Fish
1380,5216,2023-01-25,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5464,36-45,Fish
487,5216,2023-07-28,Walking,46.0,,,5464,36-45,Fish
499,5216,2023-08-31,Resting,56.0,,,5464,36-45,Fish
326,5216,2023-10-15,Walking,80.0,,,5464,36-45,Fish
681,3638,2023-03-27,Playing,84.0,,,5508,56-65,Dog
1553,3638,2023-05-06,Health,0.0,Injury,"Minor surgery performed, recovery monitored",5508,56-65,Dog
1589,3638,2023-07-26,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5508,56-65,Dog
1584,6725,2022-06-26,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5568,56-65,Dog
1276,6725,2022-07-02,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5568,56-65,Dog
808,6725,2022-07-24,Resting,,,,5568,56-65,Dog
18,6725,2022-09-28,Playing,,,,5568,56-65,Dog
1400,6725,2023-06-24,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",5568,56-65,Dog
1252,6725,2023-09-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5568,56-65,Dog
884,8746,2022-07-23,Playing,65.0,,,5569,66+,Dog
969,8746,2023-01-26,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5569,66+,Dog
1690,8746,2023-03-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5569,66+,Dog
286,8746,2023-03-24,Playing,48.0,,,5569,66+,Dog
1156,627,2022-10-03,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5611,46-55,Fish
1449,627,2022-10-07,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,5611,46-55,Fish
268,627,2022-10-29,Resting,89.0,,,5611,46-55,Fish
5,627,2023-02-15,Resting,45.0,,,5611,46-55,Fish
579,627,2023-09-17,Walking,,,,5611,46-55,Fish
1503,9322,2022-12-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5633,26-35,Fish
242,9322,2023-02-10,Walking,75.0,,,5633,26-35,Fish
189,9322,2023-02-15,Playing,64.0,,,5633,26-35,Fish
1225,3040,2022-05-02,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,5637,18-25,Rabbit
784,3040,2022-06-09,Playing,15.0,,,5637,18-25,Rabbit
1326,3040,2022-09-07,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5637,18-25,Rabbit
1299,3040,2023-02-17,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5637,18-25,Rabbit
1,3040,2023-07-24,Resting,4.0,,,5637,18-25,Rabbit
1028,3040,2023-08-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5637,18-25,Rabbit
623,3040,2023-10-04,Playing,69.0,,,5637,18-25,Rabbit
1125,4073,2022-09-15,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5668,46-55,Hamster
724,4073,2022-12-20,Playing,85.0,,,5668,46-55,Hamster
1772,4073,2023-03-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5668,46-55,Hamster
296,4073,2023-09-26,Resting,71.0,,,5668,46-55,Hamster
1220,4073,2023-10-16,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5668,46-55,Hamster
1017,1303,2023-01-28,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5687,18-25,Fish
1611,9018,2022-04-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5690,46-55,Rabbit
1442,9018,2022-05-22,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5690,46-55,Rabbit
563,9018,2022-11-30,Playing,55.0,,,5690,46-55,Rabbit
1647,9018,2023-02-09,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5690,46-55,Rabbit
373,9018,2023-07-14,Resting,86.0,,,5690,46-55,Rabbit
1270,9018,2023-10-30,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5690,46-55,Rabbit
609,8244,2022-04-03,Resting,64.0,,,5743,66+,Fish
1580,8244,2022-12-29,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5743,66+,Fish
785,8244,2023-04-25,Resting,20.0,,,5743,66+,Fish
1570,8244,2023-07-04,Health,0.0,Injury,Physical therapy recommended for joint issues,5743,66+,Fish
38,8244,2023-09-23,Resting,20.0,,,5743,66+,Fish
908,8244,2023-11-16,Playing,,,,5743,66+,Fish
56,7030,2022-10-28,Playing,49.0,,,5761,26-35,Rabbit
336,7030,2023-02-08,Walking,54.0,,,5761,26-35,Rabbit
915,5975,2022-04-19,Playing,32.0,,,5818,18-25,Cat
36,5975,2022-08-12,Resting,77.0,,,5818,18-25,Cat
323,5975,2022-11-05,Resting,4.0,,,5818,18-25,Cat
9,3035,2023-09-06,Playing,69.0,,,5820,66+,Fish
1793,5578,2022-10-14,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5887,18-25,Cat
291,5578,2023-06-02,Resting,13.0,,,5887,18-25,Cat
1542,5578,2023-06-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5887,18-25,Cat
221,5578,2023-11-23,Walking,4.0,,,5887,18-25,Cat
899,1309,2022-05-10,Resting,45.0,,,5899,18-25,Hamster
1145,1309,2022-10-30,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5899,18-25,Hamster
219,1309,2023-10-31,Walking,51.0,,,5899,18-25,Hamster
1105,6816,2022-05-09,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5909,26-35,Fish
1709,6816,2022-09-11,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5909,26-35,Fish
1173,6816,2023-11-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5909,26-35,Fish
1311,9221,2022-06-26,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5930,36-45,Fish
524,9221,2023-11-05,Walking,54.0,,,5930,36-45,Fish
227,9988,2022-11-07,Playing,73.0,,,5933,56-65,Rabbit
713,9988,2023-06-28,Playing,,,,5933,56-65,Rabbit
7,9988,2023-11-16,Resting,72.0,,,5933,56-65,Rabbit
556,5630,2022-06-28,Resting,8.0,,,5976,36-45,Dog
1217,5630,2023-05-24,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5976,36-45,Dog
1735,5630,2023-06-12,Health,0.0,Injury,"Minor surgery performed, recovery monitored",5976,36-45,Dog
1333,427,2022-11-08,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6043,66+,Rabbit
53,427,2022-12-31,Playing,5.0,,,6043,66+,Rabbit
474,427,2023-12-20,Walking,41.0,,,6043,66+,Rabbit
239,7692,2022-09-14,Walking,85.0,,,6053,36-45,Hamster
274,7692,2022-11-22,Walking,,,,6053,36-45,Hamster
529,7692,2022-11-30,Resting,43.0,,,6053,36-45,Hamster
1739,7692,2023-10-15,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6053,36-45,Hamster
902,7692,2023-11-13,Playing,48.0,,,6053,36-45,Hamster
630,7666,2022-08-16,Resting,88.0,,,6054,26-35,Rabbit
1618,5632,2022-04-28,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6055,26-35,Cat
888,5632,2022-12-29,Playing,58.0,,,6055,26-35,Cat
249,5632,2023-09-20,Walking,,,,6055,26-35,Cat
1451,7825,2022-05-17,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6060,56-65,Dog
1271,7825,2022-10-09,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6060,56-65,Dog
1688,7825,2022-12-08,Health,0.0,Injury,"Minor surgery performed, recovery monitored",6060,56-65,Dog
275,7825,2023-03-14,Walking,66.0,,,6060,56-65,Dog
1398,7825,2023-09-05,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6060,56-65,Dog
1353,658,2022-07-04,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6072,18-25,Dog
1860,658,2022-07-23,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6072,18-25,Dog
646,658,2023-06-06,Playing,4.0,,,6072,18-25,Dog
598,503,2022-10-16,Walking,,,,6083,66+,Fish
403,503,2023-05-07,Resting,47.0,,,6083,66+,Fish
1784,503,2023-07-13,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6083,66+,Fish
708,4045,2023-03-19,Walking,47.0,,,6103,46-55,Dog
1461,4045,2023-10-26,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6103,46-55,Dog
217,4045,2023-11-18,Walking,75.0,,,6103,46-55,Dog
1854,9581,2022-04-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6128,66+,Rabbit
1533,9581,2022-04-13,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6128,66+,Rabbit
745,9581,2022-09-28,Resting,44.0,,,6128,66+,Rabbit
384,9581,2023-02-11,Walking,65.0,,,6128,66+,Rabbit
1367,9581,2023-11-20,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6128,66+,Rabbit
1827,9124,2022-11-23,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6166,26-35,Rabbit
1243,9124,2022-12-23,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6166,26-35,Rabbit
1313,9124,2023-01-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6166,26-35,Rabbit
1679,9011,2022-07-24,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6170,18-25,Cat
850,5323,2022-04-02,Playing,72.0,,,6194,66+,Rabbit
1041,5323,2022-06-19,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",6194,66+,Rabbit
1734,5323,2023-03-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6194,66+,Rabbit
1753,5323,2023-08-12,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6194,66+,Rabbit
1026,9236,2022-04-27,Health,0.0,Injury,Physical therapy recommended for joint issues,6204,66+,Fish
1667,9236,2023-01-26,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6204,66+,Fish
1790,9236,2023-11-28,Health,0.0,Injury,"Minor surgery performed, recovery monitored",6204,66+,Fish
210,1343,2022-08-27,Resting,31.0,,,6225,18-25,Hamster
973,1343,2023-12-29,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6225,18-25,Hamster
1230,2016,2023-03-02,Health,0.0,Injury,Physical therapy recommended for joint issues,6230,56-65,Dog
942,2016,2023-10-03,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6230,56-65,Dog
418,2016,2023-12-06,Playing,73.0,,,6230,56-65,Dog
283,6194,2022-08-05,Playing,21.0,,,6231,46-55,Cat
112,6194,2022-10-18,Walking,65.0,,,6231,46-55,Cat
999,8342,2022-04-05,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6252,36-45,Rabbit
1727,8342,2022-04-27,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6252,36-45,Rabbit
329,8342,2023-07-26,Playing,,,,6252,36-45,Rabbit
793,7485,2022-06-09,Walking,47.0,,,6278,56-65,Dog
1872,7485,2022-08-11,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6278,56-65,Dog
1730,7485,2022-09-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6278,56-65,Dog
1455,7485,2023-01-25,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6278,56-65,Dog
1463,7485,2023-02-17,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6278,56-65,Dog
871,5336,2023-02-19,Walking,61.0,,,6281,46-55,Cat
917,5336,2023-04-20,Playing,,,,6281,46-55,Cat
622,3695,2023-10-09,Playing,46.0,,,6294,56-65,Fish
901,3695,2023-10-20,Resting,32.0,,,6294,56-65,Fish
1617,3695,2023-10-23,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6294,56-65,Fish
562,236,2022-05-04,Resting,39.0,,,6300,18-25,Fish
1090,236,2022-06-03,Health,0.0,Injury,"Minor surgery performed, recovery monitored",6300,18-25,Fish
1285,236,2023-06-19,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6300,18-25,Fish
1050,8318,2022-05-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6305,18-25,Fish
1876,2805,2022-05-28,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",6327,36-45,Rabbit
1183,2805,2022-07-05,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6327,36-45,Rabbit
1054,2805,2023-08-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6327,36-45,Rabbit
415,2805,2023-09-12,Resting,67.0,,,6327,36-45,Rabbit
1037,2882,2022-07-02,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6343,56-65,Dog
1179,2882,2022-09-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6343,56-65,Dog
686,2882,2022-09-13,Playing,66.0,,,6343,56-65,Dog
1348,2882,2022-09-25,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6343,56-65,Dog
1354,2882,2023-02-18,Health,0.0,Injury,Physical therapy recommended for joint issues,6343,56-65,Dog
41,2882,2023-12-17,Playing,75.0,,,6343,56-65,Dog
994,3884,2022-04-02,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6355,66+,Rabbit
450,3884,2022-05-23,Resting,84.0,,,6355,66+,Rabbit
1715,3884,2023-04-25,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6355,66+,Rabbit
823,3884,2023-06-14,Playing,28.0,,,6355,66+,Rabbit
1521,3884,2023-06-26,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6355,66+,Rabbit
906,3884,2023-10-22,Playing,67.0,,,6355,66+,Rabbit
139,9356,2022-05-17,Playing,12.0,,,6362,18-25,Hamster
700,9356,2022-06-22,Resting,14.0,,,6362,18-25,Hamster
1859,9695,2023-02-06,Health,0.0,Injury,"Minor surgery performed, recovery monitored",6402,66+,Fish
410,9695,2023-05-14,Playing,31.0,,,6402,66+,Fish
1630,9695,2023-06-28,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6402,66+,Fish
680,9695,2023-09-05,Walking,25.0,,,6402,66+,Fish
638,3784,2023-08-12,Playing,,,,6405,46-55,Fish
1506,3784,2023-09-07,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6405,46-55,Fish
1616,2278,2022-07-07,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6427,26-35,Hamster
1205,2278,2023-06-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6427,26-35,Hamster
875,5301,2022-10-18,Playing,,,,6429,56-65,Fish
1127,5301,2023-07-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6429,56-65,Fish
1357,9271,2022-04-16,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6469,56-65,Rabbit
1791,9271,2023-07-22,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6469,56-65,Rabbit
438,9271,2023-10-27,Resting,80.0,,,6469,56-65,Rabbit
164,9271,2023-11-01,Resting,58.0,,,6469,56-65,Rabbit
1669,2144,2022-06-13,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6471,46-55,Fish
303,2144,2022-10-31,Walking,29.0,,,6471,46-55,Fish
1495,2144,2023-04-03,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6471,46-55,Fish
1210,2144,2023-08-30,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6471,46-55,Fish
651,2144,2023-10-23,Resting,,,,6471,46-55,Fish
214,2094,2022-06-01,Resting,36.0,,,6511,46-55,Cat
734,2094,2023-03-06,Walking,,,,6511,46-55,Cat
887,2094,2023-04-01,Walking,25.0,,,6511,46-55,Cat
412,4278,2022-10-26,Walking,90.0,,,6524,46-55,Cat
120,4278,2022-12-24,Playing,57.0,,,6524,46-55,Cat
1224,4278,2023-01-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6524,46-55,Cat
1823,4278,2023-09-24,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6524,46-55,Cat
175,4278,2023-11-16,Playing,,,,6524,46-55,Cat
114,694,2022-07-21,Walking,11.0,,,6526,26-35,Hamster
954,694,2022-07-30,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",6526,26-35,Hamster
748,694,2022-08-06,Resting,67.0,,,6526,26-35,Hamster
894,5090,2022-05-15,Resting,26.0,,,6530,26-35,Hamster
321,5090,2022-06-29,Resting,3.0,,,6530,26-35,Hamster
649,5090,2022-12-09,Walking,,,,6530,26-35,Hamster
1329,5090,2023-01-03,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",6530,26-35,Hamster
1389,5090,2023-02-05,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6530,26-35,Hamster
1036,5090,2023-02-27,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6530,26-35,Hamster
1440,5090,2023-09-01,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6530,26-35,Hamster
741,6172,2023-02-07,Resting,4.0,,,6541,18-25,Hamster
216,6172,2023-04-04,Playing,71.0,,,6541,18-25,Hamster
512,9922,2022-04-21,Playing,,,,6556,46-55,Fish
1126,9922,2022-06-05,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6556,46-55,Fish
309,8349,2023-03-15,Resting,10.0,,,6591,26-35,Rabbit
383,8349,2023-07-31,Walking,50.0,,,6591,26-35,Rabbit
378,8349,2023-12-08,Playing,80.0,,,6591,26-35,Rabbit
1013,4899,2022-05-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6601,56-65,Dog
1489,4899,2022-07-26,Health,0.0,Injury,"Minor surgery performed, recovery monitored",6601,56-65,Dog
726,4899,2023-10-14,Playing,90.0,,,6601,56-65,Dog
1518,2726,2022-06-26,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6618,56-65,Fish
325,2726,2022-08-18,Playing,62.0,,,6618,56-65,Fish
1838,2726,2022-08-26,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6618,56-65,Fish
704,2726,2022-11-14,Walking,35.0,,,6618,56-65,Fish
1266,2726,2022-11-18,Health,0.0,Injury,Physical therapy recommended for joint issues,6618,56-65,Fish
376,2726,2023-03-20,Playing,25.0,,,6618,56-65,Fish
462,2726,2023-05-30,Playing,52.0,,,6618,56-65,Fish
991,2726,2023-07-15,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6618,56-65,Fish
878,2726,2023-09-23,Resting,51.0,,,6618,56-65,Fish
1336,8789,2022-05-01,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6619,18-25,Rabbit
891,8789,2022-12-06,Resting,7.0,,,6619,18-25,Rabbit
678,8789,2023-03-18,Playing,27.0,,,6619,18-25,Rabbit
1477,8789,2023-10-25,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6619,18-25,Rabbit
39,8007,2022-04-19,Playing,49.0,,,6652,18-25,Rabbit
201,8007,2022-09-02,Resting,60.0,,,6652,18-25,Rabbit
145,8007,2023-02-08,Resting,89.0,,,6652,18-25,Rabbit
929,8007,2023-03-20,Resting,84.0,,,6652,18-25,Rabbit
485,6689,2022-12-27,Playing,62.0,,,6660,66+,Fish
1619,6689,2023-12-11,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6660,66+,Fish
1196,1057,2022-08-29,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6689,46-55,Fish
165,1057,2022-09-14,Walking,33.0,,,6689,46-55,Fish
1180,1057,2023-02-23,Health,0.0,Injury,Physical therapy recommended for joint issues,6689,46-55,Fish
1030,1057,2023-03-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6689,46-55,Fish
305,7766,2022-06-11,Playing,,,,6699,56-65,Rabbit
758,7766,2023-04-15,Walking,20.0,,,6699,56-65,Rabbit
452,7766,2023-06-24,Walking,,,,6699,56-65,Rabbit
280,542,2022-06-09,Playing,71.0,,,6776,18-25,Hamster
202,542,2022-11-07,Playing,2.0,,,6776,18-25,Hamster
828,542,2023-03-28,Playing,62.0,,,6776,18-25,Hamster
625,542,2023-11-27,Resting,90.0,,,6776,18-25,Hamster
1724,7891,2022-12-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6780,56-65,Dog
1684,7891,2022-12-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6780,56-65,Dog
1694,7891,2023-02-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6780,56-65,Dog
